p1_name,p2_name,y_true,y_pred_catboost,abs_error,consistency_confidence,neighbor_target_std,mean_neighbor_distance,local_mean_target
angus howard,ishan bairoliya,-18.0,-3.0,15.0,0.0653132240235459,14.310835055998654,5.758817248760524,-1.0
adam stagg,alistair prades,-43.0,-32.0,11.0,0.07104711286740953,13.075167302944921,3.435030146819004,-14.2
jordan marcus,nikhil shah,6.0,0.0,6.0,0.06351975409126313,14.743133995185692,1.8147096254349353,15.8
ian johnston,jack taylor,-23.0,-20.0,3.0,0.0571914050376566,16.4851448279959,1.0852436529908247,5.2
maxim smith,calum murray,16.0,8.0,8.0,0.09824886021704723,9.178235124467014,1.278384578442048,-3.4
malcolm saperia,christophe firth,-18.0,-16.0,2.0,0.03912841798729872,24.556872765073326,2.1166642511560654,-0.6
duncan marlow,julian clapp,11.0,21.0,10.0,0.05559554143159291,16.98705389406886,2.7490939700395502,18.8
liam o'cuinn,john nuttall,-21.0,-26.0,5.0,0.157439770770762,5.3516352641038605,1.449040118952696,-18.6
patrick jeffrey,jeremy lo,-16.0,-8.0,8.0,0.06073086458163293,15.466091943344964,1.4789718385934445,14.0
tom trott,abhishek agarwal,9.0,3.0,6.0,0.10480353809929195,8.541662601625049,2.5102917525405872,-9.8
chris cockburn,tim fitches,16.0,16.0,0.0,0.06504074236944722,14.374978260853128,2.1487564926557896,0.4
kelvin tse,mark brown,12.0,13.0,1.0,0.06660326731363296,14.01427843308388,1.34668356440181,5.0
alice flatman,sarah ball,11.0,8.0,3.0,0.06801539144553712,13.702554506368513,6.156686388512883,-1.2
candice geake,ellie thomas,-38.0,-36.0,2.0,0.06499370949059796,14.386104406683554,2.7899337495213277,-5.8
henry dobson,tylor li,-13.0,-10.0,3.0,0.08684512178236521,10.514751542475933,2.0480417654131684,-7.8
henry flatman,joseph fitches,22.0,16.0,6.0,0.08137403221556522,11.288932633336069,2.1530281368243824,12.4
daniela ellis,beth milburn,-22.0,-27.0,5.0,0.049377807817807075,19.252012881774206,1.926638748955088,15.4
keith lesser,oliver close,23.0,22.0,1.0,0.0934984915573404,9.695359714832659,2.6110752262674963,8.0
mark steeden,izzy bramhall,27.0,-2.0,29.0,0.04805592443296631,19.809088823063014,5.489678930119497,-15.0
sharad pandey,ryan nicholson,-18.0,-14.0,4.0,0.047158800433600045,20.204949888579286,1.5092338168134745,-24.6
leigh ware,rakesh gupta,-2.0,-14.0,12.0,0.08081687259652809,11.373653766490344,3.182294302284096,-0.2
cameron firth,james patterson,4.0,9.0,5.0,0.05314386917284816,17.816845961056067,1.4829931840163961,-19.4
jordan whitmore,tom bool,22.0,3.0,19.0,0.1411223535483123,6.086049621881176,1.468327376458961,-19.4
charlie hunter,phil dobson,-8.0,0.0,8.0,0.03135703004709466,30.890775322092516,1.4506198632554,-6.6
mollie patterson,kirsten atkinson,18.0,24.0,6.0,0.06583218915977944,14.190137420053409,3.5271980419252698,20.2
jack bishop,keith lesser,8.0,-18.0,26.0,0.08503992789343162,10.759182125050211,5.221695671441274,-24.8
chak lam,petr kotala,8.0,8.0,0.0,0.08624899416144571,10.594338110519223,1.755744614404194,1.6
satarra thaker,matilda parslow,-23.0,-21.0,2.0,0.07919190374812897,11.627553482998906,3.560558468463314,-7.0
leon griffiths,james hempstead,35.0,36.0,1.0,0.058797595373025355,16.007498243010993,2.986592320188867,36.6
jermaine manners,jonathan ritter,-41.0,-17.0,24.0,0.05347028201654196,17.70197729068705,1.7425241404460503,-8.8
jamie watkin-rees,reuben cox,17.0,41.0,24.0,0.07149932274277226,12.98614646459834,2.6410168209343494,8.4
rohan shergill,james simpson,-3.0,4.0,7.0,0.04974152736019147,19.103926298015285,5.647568828402145,-0.8
jon spinks,henry jones,4.0,-1.0,5.0,0.05816876902438075,16.191355718407276,2.770654796325902,6.8
bastian böhm,nicolas lenggenhager,-27.0,-11.0,16.0,0.030375606960378054,31.921152861386446,5.62715758348125,-5.2
ross wilson,anant gupta,-26.0,-2.0,24.0,0.06389532511444462,14.65059725744995,3.531573233909481,-13.6
john nuttall,maxim smith,1.0,13.0,12.0,0.04439354285690357,21.525798475317938,1.144507939710854,-5.8
adam stagg,angus howard,-20.0,-12.0,8.0,0.07383167961405332,12.544321424453376,3.5079311389271544,-8.8
jordan marcus,jack taylor,-12.0,-8.0,4.0,0.07947390949576605,11.582745788456208,1.5086934260620108,-9.8
alistair prades,ishan bairoliya,16.0,10.0,6.0,0.06626408161088697,14.09113196304683,2.5626530623725783,11.8
sebastian dobson,joseph fitches,-19.0,-3.0,16.0,0.08196721311475409,11.200000000000001,2.0789032049988423,-18.4
charles flatman,tylor li,-8.0,-7.0,1.0,0.054175517690046596,17.458522274236156,2.2856722828171576,-14.0
liam o'cuinn,calum murray,-33.0,-25.0,8.0,0.03896733116122753,24.662522174343806,2.8939664482327476,-10.6
sara milburn,beth milburn,10.0,12.0,2.0,0.05392844506347212,17.543089807670714,1.6953992741655608,7.2
abhishek agarwal,tim fitches,9.0,-2.0,11.0,0.061341085137720255,15.302287410710859,2.415932281868271,9.2
patrick jeffrey,mark brown,-17.0,-19.0,2.0,0.043273517361001976,22.108821768696767,1.4171108351893968,-2.0
tom trott,chris cockburn,-12.0,-17.0,5.0,0.0733158241840512,12.639620247459968,4.0628856360478505,-4.8
jeremy lo,kelvin tse,-17.0,-19.0,2.0,0.052326514606345055,18.110770276274835,1.3819651088416234,2.0
alice flatman,ellie thomas,6.0,17.0,11.0,0.054290203909315375,17.41952927033334,13.025261885244646,-12.6
sarah ball,candice geake,22.0,26.0,4.0,0.04890359784176956,19.44839324982915,1.9584393446785135,0.4
christophe firth,duncan marlow,-26.0,-8.0,18.0,0.04151802099558787,23.08592644881292,2.603880764386357,-17.8
malcolm saperia,julian clapp,-5.0,-4.0,1.0,0.06000970453167874,15.66397139936102,2.5446222047665517,-16.2
keith lesser,mark steeden,2.0,-2.0,4.0,0.053004931324015826,17.866169147301836,4.06639648595492,5.0
oliver close,izzy bramhall,-19.0,-33.0,14.0,0.02775531853307419,35.029130734290284,6.19607838698918,-26.6
ryan nicholson,rakesh gupta,-33.0,-19.0,14.0,0.049976332899120665,19.009471323527123,3.5904301022804646,-6.2
sharad pandey,leigh ware,-11.0,-13.0,2.0,0.05738285730808234,16.426807358704856,2.8958011670935746,-11.4
matilda parslow,mollie patterson,6.0,9.0,3.0,0.05650577815620389,16.69730517179344,6.379103685820955,10.0
satarra thaker,kirsten atkinson,-16.0,-5.0,11.0,0.13920112603373047,6.1838499334961226,3.4202466070356996,16.4
phil dobson,chak lam,-10.0,-20.0,10.0,0.0764347998178936,12.083045973594572,1.2065438468965548,4.0
cameron firth,jordan whitmore,16.0,14.0,2.0,0.06662860482621373,14.008568806269968,1.9844281240235908,0.6
james patterson,tom bool,-5.0,-8.0,3.0,0.18905299528192201,4.2895221179054435,1.9411544050021892,-19.0
henry flatman,tylor li,27.0,18.0,9.0,0.06551689124550655,14.263239463740346,1.871622283311138,0.6
leon griffiths,nicolas lenggenhager,21.0,20.0,1.0,0.05104561828727684,18.5903200617956,4.449358570251297,25.0
james hempstead,bastian böhm,16.0,18.0,2.0,0.06861767955012946,13.573503600765722,2.8204497629254597,1.6
sebastian dobson,charles flatman,3.0,-5.0,8.0,0.07848968208967654,11.740528097151337,3.0955695463446404,-13.6
sara milburn,daniela ellis,20.0,23.0,3.0,0.06515878318477232,14.347125147568763,2.0809218419311315,3.6
nikhil shah,angus howard,6.0,6.0,0.0,0.06595470421768082,14.161920773680384,3.4741788828764433,4.8
jordan marcus,ishan bairoliya,-13.0,-16.0,3.0,0.05563196872523456,16.975276139138355,3.6198490920348574,-3.2
jack taylor,alistair prades,4.0,9.0,5.0,0.04549197923469044,20.981896959045436,2.5638244237426377,-6.4
tim fitches,patrick jeffrey,15.0,17.0,2.0,0.056915675324485965,16.569852141766386,1.416904878875751,-2.8
tom trott,jeremy lo,-11.0,-11.0,0.0,0.08296963935059821,11.05260150371848,2.7332654135940775,0.8
chris cockburn,kelvin tse,-6.0,4.0,10.0,0.06457505827324964,14.485855169785456,2.6561789081890885,-0.6
abhishek agarwal,mark brown,-11.0,-17.0,6.0,0.13688217513348241,6.305553108173779,2.407049213536749,-9.8
joachim gersdorf,ray ryan,42.0,46.0,4.0,0.03800939213380676,25.309286833097453,8.021967947528472,20.2
andreas ziemer,rishabh singh,-1.0,2.0,3.0,0.09910159899425292,9.09065454189081,2.5767228354851035,0.6
marius ziguris,victor solomon,14.0,5.0,9.0,0.09762406450299707,9.243376006633076,2.8672570801172474,18.6
wan yin lui,emilia kostiainen,16.0,6.0,10.0,0.1296817596327204,6.711184694225007,4.377567184032837,15.4
katherine serrano,carola von heimburg,18.0,2.0,16.0,0.0875717090191975,10.419213022104886,3.0526989839974017,-26.8
holly ranson,myriam enmer,20.0,9.0,11.0,0.043907378621905364,21.775215268740745,5.7462620123163255,8.8
frank böhm,jan faisst,32.0,36.0,4.0,0.07183237071686235,12.921300244170475,3.490576721120992,39.2
vincent david,andreas stooss,12.0,-1.0,13.0,0.060616727304935655,15.497096502248414,2.159799934897046,0.2
samuel worobel,volker sach,-16.0,-16.0,0.0,0.09701145519121994,9.308061022576078,8.063088262552457,-9.6
kim ljungberg-jensen,torsten kuntz,-25.0,-11.0,14.0,0.23880736791504864,3.1874754901018454,2.019429721616467,-19.8
gregor david,marcin siperek,-4.0,10.0,14.0,0.06474848809581117,14.44437606821423,4.738202114240373,6.4
thomas cavé,miłosz dużyński,11.0,16.0,5.0,0.06415328622780157,14.587666023048376,2.158745011030322,-30.0
piotr ostaszyk,šimon kniezek,-10.0,-12.0,2.0,0.1219512195121951,7.200000000000001,2.714584569780521,-18.6
david bennett,jonathan cassier,-15.0,-28.0,13.0,0.08541892864712548,10.707007051459337,3.7505827220078567,-11.4
oliver bodem,rishabh singh,-4.0,-7.0,3.0,0.09613418099353006,9.402127418834526,3.628111031796375,-29.0
victor solomon,ray ryan,9.0,17.0,8.0,0.07493421063149783,12.345039489608771,1.9874430107818957,-11.0
frank böhm,hridayesh kumar singh,20.0,31.0,11.0,0.06625162083565217,14.093970341958295,2.27768552595415,20.4
dariusz adam walczak,volker sach,-41.0,-39.0,2.0,0.0833207100264916,11.001818031580054,6.59595589907853,-27.6
torsten kuntz,graham king,25.0,9.0,16.0,0.04795366561696356,19.85346317396539,4.266328897352762,5.8
samuel worobel,gregor david,-32.0,-19.0,13.0,0.04230156381435805,22.639787984873003,3.2110832053572964,-5.8
jonathan cassier,miłosz dużyński,20.0,25.0,5.0,0.05901478890536961,15.944905142395799,3.056038102912848,7.6
joachim gersdorf,christian börner,21.0,35.0,14.0,0.04686659745569039,20.33715811021786,9.26610528548542,9.0
jacob steinmetz,oliver bodem,30.0,42.0,12.0,0.10404073341504093,8.611620056644394,4.264473606064963,33.2
bertrand carlier,volker sach,27.0,28.0,1.0,0.05791139252818315,16.267759526130202,2.8613693688389077,-3.6
marcin siperek,thomas cavé,-12.0,5.0,17.0,0.06675573798519355,13.979985693841035,2.0217516990584032,11.6
jonathan cassier,julien castel,-20.0,1.0,21.0,0.05252724817306442,18.037738217415175,3.0285429479105384,-4.8
šimon kniezek,torsten kuntz,14.0,0.0,14.0,0.07633828589961031,12.09958676980334,2.1236502192269673,-12.0
gregor david,miłosz dużyński,8.0,-3.0,11.0,0.04628589526183597,20.604853797103246,4.952703861098772,8.8
piotr ostaszyk,kim ljungberg-jensen,-2.0,-19.0,17.0,0.1013384815939998,8.867919710958146,2.734002827893473,-15.4
christoph steckermeier,marius ziguris,-1.0,-9.0,8.0,0.0756355681717562,12.221292893961751,2.072665462201074,-14.8
frank böhm,stefan steckermeier,26.0,35.0,9.0,0.05148297342123404,18.423897524682445,4.470580942105766,24.6
vincent david,ray ryan,45.0,27.0,18.0,0.04811666366995896,19.782820830205182,1.9358997835058218,5.8
pauline cavé,maxi karg,42.0,46.0,4.0,0.07786768941733675,11.84229707446997,5.355500313423358,26.6
anna-klara ahlmer,wan yin lui,39.0,42.0,3.0,0.06856224753864325,13.585286158193357,9.11510362433375,32.2
holly ranson,stine jacobsen,-22.0,-14.0,8.0,0.04101666596308389,23.3803336160971,2.6751151281800825,-7.4
katherine serrano,kirsten i. kaptein,-22.0,-8.0,14.0,0.04451120614179639,21.46625258399798,2.711936588256635,-9.0
martin sopko,joerg kanonenberg,-19.0,-13.0,6.0,0.03789348349402361,25.38976171609336,3.4472770648017255,3.4
léon mamié,michal horácek,3.0,14.0,11.0,0.05045627815697245,18.81913919391639,7.809943530493902,11.8
noah mamié,thorsten lentfer,-9.0,-10.0,1.0,0.043195807185559786,22.150395030337496,2.394794916377292,19.6
cornelius radermacher,molnár gergely,28.0,25.0,3.0,0.14466131329911053,5.912698199637793,3.218086309037562,20.2
rav rykowski,max oldehaver,-8.0,-11.0,3.0,0.07803206630731273,11.815244390193543,4.644188162498277,-2.0
arne frendel,michał kurek,-27.0,-18.0,9.0,0.07287761200591521,12.7216351150314,3.1538956465705548,-15.6
henrik mustonen,anthony duthuillé,22.0,21.0,1.0,0.05507187618139663,17.158088471621774,8.143449835475895,21.0
sylvain ternon,jan port,30.0,29.0,1.0,0.06600390665050683,14.150618361046984,3.1579049237457175,17.6
emilia kostiainen,carola von heimburg,20.0,-15.0,35.0,0.05991795939779797,15.68948692596415,6.884922497695615,-28.2
christoph steckermeier,vincent david,-30.0,-22.0,8.0,0.13131745003312653,6.615134163416491,2.2497187666909566,-25.2
victor solomon,andreas stooss,-35.0,-18.0,17.0,0.04063640997778443,23.608473055240147,2.3707616415105948,-13.2
oliver bodem,stefan steckermeier,8.0,-2.0,10.0,0.07281090781698488,12.734205903785286,1.4999860481162866,-8.8
rishabh singh,frank böhm,-20.0,-6.0,14.0,0.0813975054109901,11.285388783732706,3.2877642415756476,-4.2
bertrand carlier,thomas cavé,-23.0,11.0,34.0,0.08024884186495491,11.461239025515521,2.452293790934945,18.8
šimon kniezek,julien castel,-36.0,-10.0,26.0,0.04981942133149031,19.07249328221143,3.9719258997737086,-20.2
andreas ziemer,jan faisst,5.0,5.0,0.0,0.06884079322449292,13.526270735128733,2.8695093814996064,25.2
torsten kuntz,jonathan cassier,-30.0,-15.0,15.0,0.1013384815939998,8.867919710958146,2.664222175898158,-17.4
volker sach,marcin siperek,8.0,-2.0,10.0,0.09151023899951503,9.927738916792684,3.3404942482780173,3.2
samuel worobel,gregor david,-6.0,-19.0,13.0,0.0540215263443202,17.511139311878026,3.3884523915904636,-1.4
kim ljungberg-jensen,david bennett,30.0,17.0,13.0,0.06625162083565217,14.093970341958293,3.044051332940603,-2.6
joachim gersdorf,victor solomon,35.0,41.0,6.0,0.058286157294633774,16.156732342896568,13.581885146004828,31.4
christian börner,ray ryan,34.0,35.0,1.0,0.05336721910124148,17.73809459891338,1.3935782225560638,1.4
jan port,frank böhm,24.0,30.0,6.0,0.05422939532020488,17.440183485273312,2.840121326356225,-5.2
volker sach,torsten kuntz,6.0,12.0,6.0,0.1296817596327204,6.711184694225007,2.983941324283092,17.4
dariusz adam walczak,graham king,-6.0,-22.0,16.0,0.12585736963747113,6.945502141674135,3.3993994661148697,-27.6
jacob steinmetz,martin sopko,-27.0,-19.0,8.0,0.04632754220335344,20.5854317418897,2.5906499605767883,-12.8
vincent david,rostislav kniezek,-24.0,-10.0,14.0,0.141516769699476,6.06630035524124,2.4092179636364843,-13.0
miłosz dużyński,oliver bodem,15.0,16.0,1.0,0.13570963931335348,6.368673331236262,3.7541262741958987,21.2
piotr ostaszyk,jonathan cassier,-22.0,-16.0,6.0,0.16189424969836874,5.176871642217914,7.529229676424348,-15.0
anna-klara ahlmer,kirsten i. kaptein,32.0,37.0,5.0,0.12154028883366629,7.227724399837061,2.898872331155451,22.6
wan yin lui,katherine serrano,-27.0,-20.0,7.0,0.06806947474844381,13.690872872099865,2.3087453916497442,-17.6
pauline cavé,stine jacobsen,13.0,13.0,0.0,0.056829854061287696,16.596385148579795,2.5541535174355245,3.4
maxi karg,holly ranson,-29.0,-22.0,7.0,0.0653490240863868,14.3024473430249,2.7834730730408244,1.8
sylvain ternon,max oldehaver,14.0,0.0,14.0,0.0805654139132597,11.412274094149685,6.03727396075527,17.4
henrik mustonen,michał kurek,48.0,41.0,7.0,0.13983231812410096,6.151422599691879,2.9084863638198,22.4
cornelius radermacher,thorsten lentfer,20.0,19.0,1.0,0.06099010084364592,15.396103403134184,3.2326645548095185,22.6
léon mamié,joerg kanonenberg,-18.0,-11.0,7.0,0.1804035986069358,4.5431266766402185,5.714731873326431,-15.6
jan port,rav rykowski,-30.0,-6.0,24.0,0.07978110181942571,11.534296684236972,3.677566960276328,-12.6
anthony duthuillé,arne frendel,46.0,24.0,22.0,0.05826934312324957,16.161683080669537,2.8014951889665873,-3.0
molnár gergely,noah mamié,3.0,-10.0,13.0,0.09808103334200716,9.19565114605812,1.3780101039353934,-14.8
michal horácek,martin sopko,-19.0,-16.0,3.0,0.03874273959284477,24.8112877537624,4.461471368481716,-9.0
andreas ziemer,andreas stooss,-13.0,-2.0,11.0,0.046746107787217765,20.392155354449415,4.345202853502256,3.4
oliver bodem,ray ryan,20.0,26.0,6.0,0.059278693748612256,15.869467539901898,2.451028182779769,12.6
bertrand carlier,rostislav kniezek,16.0,33.0,17.0,0.08541892864712548,10.707007051459337,4.0895640285289625,-10.6
jonathan cassier,martin sopko,-22.0,-2.0,20.0,0.04016908081635177,23.89476930208785,2.1668165114855293,-2.2
frank böhm,vincent david,14.0,29.0,15.0,0.0741642290587819,12.483589227461788,3.21080738319167,25.4
sylvain ternon,henrik mustonen,-5.0,-6.0,1.0,0.12041239394766749,7.30479294709987,5.749349964408744,11.8
max oldehaver,michał kurek,27.0,32.0,5.0,0.056721197578712156,16.630093204789926,3.709477093819769,4.2
cornelius radermacher,joerg kanonenberg,28.0,12.0,16.0,0.07021310097383275,13.242356285797479,2.76801812705454,0.8
thorsten lentfer,léon mamié,18.0,13.0,5.0,0.04565063220856164,20.905501668221213,3.003976018624479,2.6
rav rykowski,anthony duthuillé,40.0,27.0,13.0,0.09621291669708737,9.393614852653903,4.460328353174804,27.6
molnár gergely,martin sopko,-18.0,-21.0,3.0,0.16250545738223984,5.15363949069005,2.577914377121337,-16.8
bertrand carlier,šimon kniezek,28.0,34.0,6.0,0.07435887929122076,12.448293055676348,3.204692900620748,18.2
thomas cavé,julien castel,16.0,6.0,10.0,0.07480718522632433,12.367699866992245,4.865500095159459,-3.2
volker sach,jonathan cassier,-23.0,-22.0,1.0,0.08058817402881177,11.408768557561329,4.883553848840466,0.8
marcin siperek,torsten kuntz,7.0,0.0,7.0,0.05519247754151666,17.118411141224527,3.702762303579246,-3.4
christian börner,victor solomon,25.0,29.0,4.0,0.07120205182842435,13.044539087296261,2.16519952564341,14.8
samuel worobel,miłosz dużyński,12.0,6.0,6.0,0.07435887929122076,12.448293055676348,5.092491480059712,3.8
miłosz dużyński,piotr ostaszyk,19.0,12.0,7.0,0.036780192621785494,26.188547115103578,2.1197656673089162,3.6
bertrand carlier,martin sopko,-28.0,-21.0,7.0,0.08892842227676566,10.244998779892558,2.7293665198899357,-1.8
rostislav kniezek,jonathan cassier,-38.0,-17.0,21.0,0.07620379534498076,12.12270596855339,3.2671140082288814,-24.2
jan port,volker sach,38.0,16.0,22.0,0.07348654095960742,12.607934009979589,3.1496447968870487,8.2
hridayesh kumar singh,graham king,23.0,17.0,6.0,0.04512566089603927,21.160340261914506,6.191575488598188,10.2
frank böhm,torsten kuntz,-26.0,13.0,39.0,0.13559412159948767,6.374950980203691,3.5657035540062325,22.4
anna-klara ahlmer,pauline cavé,21.0,-9.0,30.0,0.06498196757369423,14.38888459888396,1.7333329072630075,8.4
kirsten i. kaptein,stine jacobsen,-27.0,-16.0,11.0,0.09543444944685084,9.478396488858229,3.1913940734374986,-25.6
anthony duthuillé,molnár gergely,3.0,-14.0,17.0,0.050028972973269206,18.988417522268673,3.916584309659629,-13.8
rav rykowski,martin sopko,-10.0,0.0,10.0,0.06052211339200618,15.522886329545805,3.6621475029804955,-8.2
sylvain ternon,joerg kanonenberg,22.0,24.0,2.0,0.0825739589175508,11.110355529864918,3.3340931429613887,-6.4
katherine serrano,holly ranson,-25.0,-33.0,8.0,0.07624214667139072,12.116104984688768,4.976133191718688,-5.0
henrik mustonen,cornelius radermacher,15.0,1.0,14.0,0.05796093526040445,16.252999723128035,4.273021610676029,10.2
jan port,michal horácek,7.0,29.0,22.0,0.05728688637724007,16.45600194457937,3.5798313210512296,22.0
wan yin lui,maxi karg,-18.0,-20.0,2.0,0.06447168218063391,14.510685717773644,3.4358083767085716,-11.8
michał kurek,léon mamié,-34.0,-8.0,26.0,0.06157854420186383,15.239422561238992,7.753197635245227,-9.6
emilia kostiainen,myriam enmer,-50.0,-29.0,21.0,0.0876897187888098,10.403845442911962,11.424403988837861,-38.6
andreas stooss,jörg lorenz,7.0,9.0,2.0,0.058849498513750355,15.992498241363043,2.981932633362688,-8.8
stéphane falcoz,daniel söderström,11.0,6.0,5.0,0.059260987515488216,15.874507866387544,1.3899788673919315,19.0
samir von däniken,markus teichmann,24.0,26.0,2.0,0.048253007260856136,19.724096937502612,0.0,-13.4
riccardo raimo,sandro lena,-21.0,-13.0,8.0,0.07199265218853,12.890306435457616,1.9142742962917378,-0.2
magnus åberg,zain magdon-ismail,-19.0,-17.0,2.0,0.0834472097475492,10.983624174196784,2.6719578021312986,23.4
noah mamié,kevin ho ching ng,30.0,19.0,11.0,0.07400613175426615,12.512393855693642,2.340969865983138,5.2
jamie watkin-rees,johan rosenberg,11.0,25.0,14.0,0.040447501181085685,23.723406163533937,2.083559802583845,6.0
claudie favier,romy nothegger,10.0,-1.0,11.0,0.12928276141102557,6.734983296193095,3.3392617760171803,-22.2
bastian böhm,leonhard prager,-2.0,6.0,8.0,0.04512566089603927,21.160340261914506,2.4272958778068294,-9.8
emilie roux,laureline tschanz,-2.0,8.0,10.0,0.05841273892631706,16.119553343687908,2.2200038292603588,10.6
nicole furler,chloé delpont,-30.0,-19.0,11.0,0.06286257513499992,14.907716122867377,1.34821853413514,-7.4
martin olesen,marco pellin,-9.0,-15.0,6.0,0.048253007260856136,19.724096937502612,0.0,-13.4
timon franz,noah benz,5.0,13.0,8.0,0.048253007260856136,19.724096937502612,0.0,-13.4
flavia belo fernandes,susan rutschmann,22.0,34.0,12.0,0.06519432386680321,14.338758663147937,2.8882803753894377,17.0
thorsten lentfer,kresten hougaard,-2.0,-15.0,13.0,0.08114044430614314,11.324310133513652,1.9585241063026853,11.4
graham king,victor solomon,-2.0,-4.0,2.0,0.10720106971127569,8.328265125462805,5.419427426135635,23.8
pekka tennilä,carsten lindhard jensen,5.0,13.0,8.0,0.04160791615344957,23.03388807822075,3.7606319618856396,9.8
thomas ostenfeld larsen,marc-andré rauber,27.0,43.0,16.0,0.08437588192018182,10.851727973000429,6.6138093443557135,52.8
koen hageraats,julien castel,34.0,36.0,2.0,0.08501305501270436,10.762899237658969,5.577569344254444,24.4
flemming bech,volker sach,-22.0,-23.0,1.0,0.06173842491394285,15.197368193210297,3.1512360685197307,-20.8
oliver bodem,dan holck-hansen,-22.0,-16.0,6.0,0.03233464880088378,29.926576817270632,2.75388336693065,-19.0
bertrand carlier,tsz chung chan,11.0,10.0,1.0,0.0604749758227274,15.535765188750764,2.363126291374628,8.8
malte thyregod,thomas cavé,14.0,27.0,13.0,0.04785667152444894,19.895728184713423,6.221778992082872,6.4
giovanni gentile,miroslaw kalicki,51.0,43.0,8.0,0.035919194127040976,26.84026825499328,3.7325223445908255,13.0
jonas warne,henrik sørensen,-17.0,-15.0,2.0,0.07100083306132139,13.0843417870369,3.1935698874767953,-2.0
frank kleiber,asger lyndby jensen,7.0,20.0,13.0,0.06662860482621373,14.008568806269968,2.533853217839675,13.6
simon lau,istván sági,42.0,36.0,6.0,0.05806041126063538,16.2234398325386,6.7148930886866065,20.0
györgy janzer,rachid bech-azeddine,4.0,10.0,6.0,0.05616475206140726,16.804761230080004,2.6091333874352594,-7.0
raphael paglia,nenad obradovic,50.0,38.0,12.0,0.040008002434160576,23.99499947905813,3.149826899557198,10.2
leon sam,anthony duthuillé,14.0,9.0,5.0,0.05294214363635836,17.88854381999832,2.5602435134483805,27.0
zain magdon-ismail,calixte hoarau,18.0,4.0,14.0,0.060101881433156874,15.63841424185969,3.0654290501746058,-15.8
benjamin radl,cameron leighton,-12.0,-7.0,5.0,0.04498773022982061,21.22828302053654,3.518680706421313,-13.4
isak enström,patrick bürgi,6.0,16.0,10.0,0.05816876902438075,16.191355718407276,4.171820693836925,5.8
cornelius radermacher,nicolas lenggenhager,8.0,11.0,3.0,0.06912284705935873,13.46699669562594,3.481775529164904,10.8
freddy runget,leonhard schink,41.0,41.0,0.0,0.06728488575502597,13.862178760930766,1.70416185264428,25.2
samir von däniken,hei nam lee,-11.0,-16.0,5.0,0.07782676179970516,11.8490505948789,2.6118182950710582,-6.0
cornelius ried,andreas stooss,27.0,42.0,15.0,0.04682345679728872,20.356817039999154,2.507731926579911,6.0
anna-klara ahlmer,dara ladner,37.0,43.0,6.0,0.19427705374478668,4.147288270665544,5.048581399467458,39.0
carola von heimburg,susan rutschmann,36.0,43.0,7.0,0.0429287837959962,22.29439391416596,4.105998495545568,20.4
martin olesen,timon franz,-29.0,-35.0,6.0,0.07947390949576605,11.582745788456206,1.3818382605137907,-6.2
daniel söderström,markus teichmann,25.0,22.0,3.0,0.07460890726884926,12.403225386970924,1.8440422508172767,6.4
andre damde,sanjeev kumar,3.0,-14.0,17.0,0.05977205681621713,15.730225681788548,3.5447337571677133,-36.6
alina reissenauer,marie jaussein,-15.0,-8.0,7.0,0.06234951571187586,15.03861695768597,3.599341481543508,2.2
noah benz,marco pellin,12.0,15.0,3.0,0.07947390949576605,11.582745788456206,1.3818382605137907,-6.2
oliver bodem,stéphane falcoz,-23.0,-19.0,4.0,0.03306163474026108,29.246538256689455,2.775990601764452,-6.8
dan holck-hansen,sabry ghoneim,3.0,3.0,0.0,0.12734414011324466,6.852736679604726,5.66826345127437,12.2
sandro lena,volker sach,6.0,8.0,2.0,0.05283592418603211,17.92651667223725,2.5344534794607414,2.8
kaisu anttila,myriam enmer,-15.0,-16.0,1.0,0.052892076800398924,17.906423428479513,3.059926794031683,-9.4
jörg lorenz,riccardo raimo,-14.0,-2.0,12.0,0.0949766525574307,9.528903399657276,2.689849856041163,20.0
victor solomon,asger lyndby jensen,-34.0,-15.0,19.0,0.1361748371779175,6.343500610861482,3.660617251795626,-24.4
jens deleuran,tsz chung chan,-30.0,-9.0,21.0,0.08852981086654285,10.295630140987,7.038455457273308,3.0
léon mamié,noah mamié,-17.0,8.0,25.0,0.038791229015869066,24.779023386727733,2.0985942107458393,8.0
stefan steckermeier,vincent coppeaux,-23.0,-19.0,4.0,0.06268311102432612,14.953260514014994,2.241565819241577,2.0
rafael werner,zhichun wu,-25.0,0.0,25.0,0.060306207380587104,15.582040944625964,2.4921084398238635,-3.0
franz brönner,mads bjerggaard,-26.0,-20.0,6.0,0.027987830894739583,34.72981428110435,1.3016381772552263,17.2
calixte hoarau,nenad obradovic,41.0,29.0,12.0,0.07314632269469619,12.671227249165726,2.2386799404177444,17.2
bastian böhm,thorsten lentfer,13.0,11.0,2.0,0.057406927034322534,16.419500601419035,2.8023388585881253,-10.0
chris stäubli,istván sági,-18.0,-21.0,3.0,0.04360599971254147,21.932624102008404,1.6706285418867242,4.4
bruno scherrer,zain magdon-ismail,-5.0,-5.0,0.0,0.047425245728113664,20.085815890822058,2.2527613718233477,-11.4
stefan nilsson,giovanni gentile,21.0,13.0,8.0,0.07435887929122076,12.448293055676348,1.785581286928219,-5.2
