y_true,y_pred,abs_error,knn_confidence,radius_confidence,knn_mean_neighbor_distance,radius_neighbor_count,radius_neighbor_target_std
-55.0,-18.87356372001943,36.12643627998057,0.39682337264711615,0.9302325581395349,1.5200128544073228,120.0,22.531112748079416
-8.0,-5.631105568893418,2.3688944311065816,0.21621201893204517,0.25,3.6250897842746537,3.0,6.342099196813483
-27.0,-8.816690783514005,18.183309216485995,0.33681654426971464,0.71875,1.9689752983132083,23.0,17.545511977374844
30.0,6.890645398575299,23.1093546014247,0.17947141477130227,0.1,4.571917964062885,1.0,0.0
-28.0,-35.00344291299798,7.003442912997983,0.23377926117262227,0.4375,3.2775393975670126,7.0,20.521765448977757
-19.0,-2.1434738744136035,16.856526125586395,0.30121427640198023,0.7352941176470589,2.3198957630596087,25.0,14.261332336075757
23.0,10.697473641292861,12.302526358707139,0.3370485158743881,0.8125,1.966931919002076,39.0,20.339621364191093
-24.0,10.566528701390498,34.566528701390496,0.29628995442307277,0.8043478260869565,2.375072239445887,37.0,19.74956426182044
4.0,-1.713848363281486,5.713848363281486,0.1337004045663893,0.1,6.479408931058599,1.0,0.0
13.0,1.763258090221279,11.23674190977872,0.3394364034217896,0.8846153846153846,1.9460599685808673,69.0,20.86201554264533
-29.0,-38.204591642094776,9.204591642094776,0.22828883324829854,0.3076923076923077,3.380415746890034,4.0,17.512495538900218
-24.0,-1.701744192980729,22.29825580701927,0.25388268980037093,0.47058823529411764,2.938827025924077,8.0,17.056890103415686
-24.0,-6.964034999321656,17.035965000678345,0.3402132852580322,0.8571428571428571,1.9393325990828296,54.0,19.473699332855254
-21.0,24.072436324009335,45.07243632400933,0.24684259899298497,0.5263157894736842,3.051164604811259,10.0,14.313979181206042
12.0,2.072062475155057,9.927937524844943,0.20526462992336308,0.25,3.8717599343508744,3.0,16.539514973407037
23.0,14.817459054668266,8.182540945331734,0.23067407517316832,0.4,3.3351208810495696,6.0,16.265163865007803
-19.0,5.839067709828028,24.83906770982803,0.14716962009860743,0.0,5.794880623663867,0.0,
-12.0,18.38658676003683,30.38658676003683,0.34251164685479557,0.7631578947368421,1.9196087466886642,29.0,19.704535714020594
-21.0,-20.84738392917972,0.1526160708202795,0.34189398627647744,0.6896551724137931,1.9248832683220576,20.0,17.41113149683271
-22.0,-0.9577363042502015,21.0422636957498,0.24605516763282276,0.4,3.064129234189691,6.0,13.816254517375137
-23.0,-2.1455401115309716,20.85445988846903,0.29802186259404057,0.6538461538461539,2.3554585267530523,17.0,13.909494902508378
-5.0,4.718302538860023,9.718302538860023,0.30647773142109097,0.75,2.2628798032507973,27.0,19.322758566733114
34.0,20.30567530768379,13.694324692316211,0.22509127553039027,0.35714285714285715,3.442642202118522,5.0,8.912911982062877
27.0,-27.173010415693405,54.173010415693405,0.3633966089314237,0.8524590163934426,1.751814341197414,52.0,23.875757059157916
31.0,4.416996862523141,26.583003137476858,0.29642527167521815,0.7352941176470589,2.373531529037989,25.0,22.260853532602923
-1.0,9.336560564745191,10.336560564745191,0.31727776099725974,0.7804878048780488,2.151812458764284,32.0,22.260443476040635
32.0,32.8093366964089,0.8093366964088986,0.23137036743829406,0.3076923076923077,3.322074650578137,4.0,5.958187643906492
-22.0,-9.361395021580204,12.638604978419796,0.11810967369892854,0.1,7.466706990903081,1.0,0.0
39.0,8.717908252794219,30.282091747205783,0.2584431592588963,0.6785714285714286,2.8693227666291086,19.0,18.1434725333346
16.0,0.208106879846029,15.79189312015397,0.28918071615902097,0.6666666666666666,2.4580452434113838,18.0,22.346320159958285
-17.0,-11.336522330263888,5.663477669736112,0.23994156630754848,0.5,3.1676813875518173,9.0,17.04532809530351
-19.0,9.416515005231833,28.416515005231833,0.4177568276440382,0.9243697478991597,1.3937370590435423,110.0,22.767638698398795
-27.0,-30.215408590956987,3.2154085909569865,0.08772194073957214,0.0,10.399656591830182,0.0,
-35.0,-12.97595972792466,22.02404027207534,0.36999202164038186,0.8928571428571429,1.7027609827002215,75.0,21.395534321182275
-19.0,-8.384317589307322,10.615682410692678,0.166630519965794,0.1,5.001301563514778,1.0,0.0
-22.0,-2.8888888888888897,19.11111111111111,1.0,0.9909456740442656,0.0,985.0,24.862143947259565
4.0,-7.894721700489952,11.894721700489953,0.3189647132119259,0.6896551724137931,2.1351430380186978,20.0,21.77676514085598
-11.0,8.243504038132246,19.243504038132244,0.14292387188091651,0.0,5.9967318044195945,0.0,
22.0,24.298358646044072,2.298358646044072,0.2134512787621323,0.3076923076923077,3.684909857646666,4.0,10.894379284750462
22.0,-1.5952688402322612,23.59526884023226,0.2049714725487665,0.18181818181818182,3.878727695933792,2.0,17.0
-20.0,-0.7665561121902428,19.233443887809756,0.2655831370494502,0.5263157894736842,2.7652992999092603,10.0,15.9
20.0,30.099228696000726,10.099228696000726,0.12935501402383995,0.0,6.730662839367799,0.0,
11.0,9.131324201189395,1.8686757988106049,0.3228644473670455,0.7272727272727273,2.097275058170648,24.0,20.421555537117037
-9.0,-11.951533972956264,2.9515339729562644,0.3474900853690158,0.82,1.8777799485647302,41.0,22.18608768158798
-31.0,1.3491516733746243,32.34915167337462,0.32897499363854404,0.775,2.039744720228595,31.0,16.88425431295307
-24.0,2.3414040042442053,26.341404004244204,0.18900006515488374,0.18181818181818182,4.291003467012086,2.0,20.5
27.0,24.45972479011871,2.5402752098812904,0.20107971253251755,0.1,3.973152126613893,1.0,0.0
-18.0,2.385813201789467,20.385813201789468,0.255982046056142,0.5,2.9065239746567224,9.0,11.093319088309942
